model ,site,lon,lat,baseline,predicted,scenario
randfor,379,-115.5594188,40.89313122,31.7240009,24.0426006,ppt20inc
randfor,380,-112.2766188,40.18253122,26.2912006,30.8969994,02inctemp
randfor,380,-112.2766188,40.18253122,26.2912006,25.8064003,2inctemp
randfor,380,-112.2766188,40.18253122,26.2912006,28.8430004,4inctemp
randfor,380,-112.2766188,40.18253122,26.2912006,26.3346996,ppt10dec
randfor,380,-112.2766188,40.18253122,26.2912006,31.0421009,ppt10inc
randfor,380,-112.2766188,40.18253122,26.2912006,26.5002995,ppt20inc
randfor,381,-112.0678188,39.66828122,28.6140995,29.6084995,02inctemp
randfor,381,-112.0678188,39.66828122,28.6140995,28.3360004,2inctemp
randfor,381,-112.0678188,39.66828122,28.6140995,27.1865997,4inctemp
randfor,381,-112.0678188,39.66828122,28.6140995,28.5704994,ppt10dec
randfor,381,-112.0678188,39.66828122,28.6140995,23.4013996,ppt10inc
randfor,381,-112.0678188,39.66828122,28.6140995,20.3174,ppt20inc
randfor,382,-114.8866188,40.58458122,20.7336998,21.9820004,02inctemp
randfor,382,-114.8866188,40.58458122,20.7336998,21.3897991,2inctemp
randfor,382,-114.8866188,40.58458122,20.7336998,20.5699997,4inctemp
randfor,382,-114.8866188,40.58458122,20.7336998,23.1334991,ppt10dec
randfor,382,-114.8866188,40.58458122,20.7336998,22.9416008,ppt10inc
randfor,382,-114.8866188,40.58458122,20.7336998,22.0438995,ppt20inc
randfor,383,-112.6594188,40.58458122,12.6492004,12.0466995,02inctemp
randfor,383,-112.6594188,40.58458122,12.6492004,17.7548008,2inctemp
randfor,383,-112.6594188,40.58458122,12.6492004,18.8458004,4inctemp
randfor,383,-112.6594188,40.58458122,12.6492004,14.1205997,ppt10dec
randfor,383,-112.6594188,40.58458122,12.6492004,13.6365004,ppt10inc
randfor,383,-112.6594188,40.58458122,12.6492004,14.5139999,ppt20inc
randfor,384,-111.9170188,40.42563122,22.8726997,22.8411007,02inctemp
randfor,384,-111.9170188,40.42563122,22.8726997,23.5461998,2inctemp
randfor,384,-111.9170188,40.42563122,22.8726997,25.7936001,4inctemp
randfor,384,-111.9170188,40.42563122,22.8726997,22.3225994,ppt10dec
randfor,384,-111.9170188,40.42563122,22.8726997,23.2523003,ppt10inc
randfor,384,-111.9170188,40.42563122,22.8726997,21.7758007,ppt20inc
randfor,385,-112.2534188,40.26668122,24.7471008,23.9174995,02inctemp
randfor,385,-112.2534188,40.26668122,24.7471008,24.0195007,2inctemp
randfor,385,-112.2534188,40.26668122,24.7471008,26.0417004,4inctemp
randfor,385,-112.2534188,40.26668122,24.7471008,23.5594997,ppt10dec
randfor,385,-112.2534188,40.26668122,24.7471008,20.3267994,ppt10inc
randfor,385,-112.2534188,40.26668122,24.7471008,18.1296005,ppt20inc
randfor,386,-112.4622188,40.22928122,26.8474007,29.8808994,02inctemp
randfor,386,-112.4622188,40.22928122,26.8474007,26.3743,2inctemp
randfor,386,-112.4622188,40.22928122,26.8474007,27.5014,4inctemp
randfor,386,-112.4622188,40.22928122,26.8474007,23.8605995,ppt10dec
randfor,386,-112.4622188,40.22928122,26.8474007,24.2639008,ppt10inc
randfor,386,-112.4622188,40.22928122,26.8474007,19.2155991,ppt20inc
randfor,387,-112.4622188,40.20123122,10.8421001,16.4398994,02inctemp
randfor,387,-112.4622188,40.20123122,10.8421001,21.5860004,2inctemp
randfor,387,-112.4622188,40.20123122,10.8421001,22.9738998,4inctemp
randfor,387,-112.4622188,40.20123122,10.8421001,18.1982002,ppt10dec
randfor,387,-112.4622188,40.20123122,10.8421001,13.9371004,ppt10inc
randfor,387,-112.4622188,40.20123122,10.8421001,13.8242998,ppt20inc
randfor,388,-112.0446188,39.66828122,24.4244003,27.1602993,02inctemp
randfor,388,-112.0446188,39.66828122,24.4244003,29.1905003,2inctemp
randfor,388,-112.0446188,39.66828122,24.4244003,28.0844002,4inctemp
randfor,388,-112.0446188,39.66828122,24.4244003,28.8442993,ppt10dec
randfor,388,-112.0446188,39.66828122,24.4244003,20.5827007,ppt10inc
randfor,388,-112.0446188,39.66828122,24.4244003,16.2772999,ppt20inc
randfor,389,-108.4834188,37.16248122,7.2248302,7.71313,02inctemp
randfor,389,-108.4834188,37.16248122,7.2248302,12.9638996,2inctemp
randfor,389,-108.4834188,37.16248122,7.2248302,15.0316,4inctemp
randfor,389,-108.4834188,37.16248122,7.2248302,18.8777008,ppt10dec
randfor,389,-108.4834188,37.16248122,7.2248302,13.4925003,ppt10inc
randfor,389,-108.4834188,37.16248122,7.2248302,17.5226002,ppt20inc
randfor,390,-113.6338188,43.33348122,22.3068008,22.3372993,02inctemp
randfor,390,-113.6338188,43.33348122,22.3068008,22.4055004,2inctemp
randfor,390,-113.6338188,43.33348122,22.3068008,22.4650002,4inctemp
randfor,390,-113.6338188,43.33348122,22.3068008,20.3309994,ppt10dec
randfor,390,-113.6338188,43.33348122,22.3068008,22.4078007,ppt10inc
randfor,390,-113.6338188,43.33348122,22.3068008,22.8418007,ppt20inc
randfor,391,-113.5294188,43.33348122,23.0300999,24.0100994,02inctemp
randfor,391,-113.5294188,43.33348122,23.0300999,21.9640007,2inctemp
randfor,391,-113.5294188,43.33348122,23.0300999,23.2229996,4inctemp
randfor,391,-113.5294188,43.33348122,23.0300999,21.1553001,ppt10dec
randfor,391,-113.5294188,43.33348122,23.0300999,19.4379997,ppt10inc
randfor,391,-113.5294188,43.33348122,23.0300999,20.1511993,ppt20inc
randfor,392,-114.8866188,41.01468122,10.8008003,13.9034004,02inctemp
randfor,392,-114.8866188,41.01468122,10.8008003,20.1336002,2inctemp
randfor,392,-114.8866188,41.01468122,10.8008003,20.4258003,4inctemp
randfor,392,-114.8866188,41.01468122,10.8008003,14.0868998,ppt10dec
randfor,392,-114.8866188,41.01468122,10.8008003,14.6574001,ppt10inc
randfor,392,-114.8866188,41.01468122,10.8008003,17.4528999,ppt20inc
randfor,393,-114.7938188,40.50978122,12.816,15.4559002,02inctemp
randfor,393,-114.7938188,40.50978122,12.816,20.0576,2inctemp
randfor,393,-114.7938188,40.50978122,12.816,20.9589005,4inctemp
randfor,393,-114.7938188,40.50978122,12.816,12.9454002,ppt10dec
randfor,393,-114.7938188,40.50978122,12.816,15.8383999,ppt10inc
randfor,393,-114.7938188,40.50978122,12.816,17.4804993,ppt20inc
randfor,394,-116.5106188,38.92963122,20.2618008,19.2264004,02inctemp
randfor,394,-116.5106188,38.92963122,20.2618008,18.5338001,2inctemp
randfor,394,-116.5106188,38.92963122,20.2618008,21.1546993,4inctemp
randfor,394,-116.5106188,38.92963122,20.2618008,13.7258997,ppt10dec
randfor,394,-116.5106188,38.92963122,20.2618008,21.0667992,ppt10inc
randfor,394,-116.5106188,38.92963122,20.2618008,23.6629009,ppt20inc
randfor,395,-114.6662188,39.83658122,20.4559994,19.2462006,02inctemp
randfor,395,-114.6662188,39.83658122,20.4559994,33.1242981,2inctemp
randfor,395,-114.6662188,39.83658122,20.4559994,32.9692993,4inctemp
randfor,395,-114.6662188,39.83658122,20.4559994,20.0128994,ppt10dec
randfor,395,-114.6662188,39.83658122,20.4559994,21.0797005,ppt10inc
randfor,395,-114.6662188,39.83658122,20.4559994,24.4703007,ppt20inc
randfor,396,-111.7198188,44.22173122,27.1037998,27.0140991,02inctemp
randfor,396,-111.7198188,44.22173122,27.1037998,29.0688,2inctemp
randfor,396,-111.7198188,44.22173122,27.1037998,27.6501999,4inctemp
randfor,396,-111.7198188,44.22173122,27.1037998,23.9452991,ppt10dec
randfor,396,-111.7198188,44.22173122,27.1037998,22.0762997,ppt10inc
randfor,396,-111.7198188,44.22173122,27.1037998,22.3470993,ppt20inc
randfor,397,-111.7894188,44.31523122,25.5401001,24.9990997,02inctemp
randfor,397,-111.7894188,44.31523122,25.5401001,31.7886009,2inctemp
randfor,397,-111.7894188,44.31523122,25.5401001,31.1161995,4inctemp
randfor,397,-111.7894188,44.31523122,25.5401001,26.7257004,ppt10dec
randfor,397,-111.7894188,44.31523122,25.5401001,24.0912991,ppt10inc
randfor,397,-111.7894188,44.31523122,25.5401001,21.6361008,ppt20inc
randfor,398,-110.2466188,40.93988122,26.0510998,24.2045994,02inctemp
randfor,398,-110.2466188,40.93988122,26.0510998,23.0702991,2inctemp
randfor,398,-110.2466188,40.93988122,26.0510998,22.1501999,4inctemp
randfor,398,-110.2466188,40.93988122,26.0510998,24.1548996,ppt10dec
randfor,398,-110.2466188,40.93988122,26.0510998,26.4452,ppt10inc
randfor,398,-110.2466188,40.93988122,26.0510998,25.8593998,ppt20inc
randfor,399,-107.6946188,39.85528122,20.3145008,22.2838001,02inctemp
randfor,399,-107.6946188,39.85528122,20.3145008,27.2409,2inctemp
randfor,399,-107.6946188,39.85528122,20.3145008,30.2429008,4inctemp
randfor,399,-107.6946188,39.85528122,20.3145008,25.4915009,ppt10dec
randfor,399,-107.6946188,39.85528122,20.3145008,21.6011009,ppt10inc
randfor,399,-107.6946188,39.85528122,20.3145008,15.5902996,ppt20inc
randfor,400,-110.6526188,46.49378122,9.6213799,12.4094,02inctemp
randfor,400,-110.6526188,46.49378122,9.6213799,17.1305008,2inctemp
randfor,400,-110.6526188,46.49378122,9.6213799,18.9087009,4inctemp
randfor,400,-110.6526188,46.49378122,9.6213799,17.5508003,ppt10dec
randfor,400,-110.6526188,46.49378122,9.6213799,14.2189999,ppt10inc
randfor,400,-110.6526188,46.49378122,9.6213799,18.9824009,ppt20inc
randfor,401,-111.8474188,45.09128122,20.2763996,20.5212994,02inctemp
randfor,401,-111.8474188,45.09128122,20.2763996,20.406601,2inctemp
randfor,401,-111.8474188,45.09128122,20.2763996,24.3155003,4inctemp
randfor,401,-111.8474188,45.09128122,20.2763996,20.0974998,ppt10dec
randfor,401,-111.8474188,45.09128122,20.2763996,20.0543003,ppt10inc
randfor,401,-111.8474188,45.09128122,20.2763996,19.1914005,ppt20inc
randfor,402,-111.8706188,45.01648122,12.8832998,11.1549997,02inctemp
randfor,402,-111.8706188,45.01648122,12.8832998,15.2840004,2inctemp
randfor,402,-111.8706188,45.01648122,12.8832998,18.9915009,4inctemp
randfor,402,-111.8706188,45.01648122,12.8832998,11.9533005,ppt10dec
randfor,402,-111.8706188,45.01648122,12.8832998,14.0992002,ppt10inc
randfor,402,-111.8706188,45.01648122,12.8832998,13.7925997,ppt20inc
randfor,403,-111.9402188,45.43723122,13.5822001,13.7561998,02inctemp
randfor,403,-111.9402188,45.43723122,13.5822001,15.5556002,2inctemp
randfor,403,-111.9402188,45.43723122,13.5822001,19.6324005,4inctemp
randfor,403,-111.9402188,45.43723122,13.5822001,11.5788002,ppt10dec
randfor,403,-111.9402188,45.43723122,13.5822001,14.5752001,ppt10inc
randfor,403,-111.9402188,45.43723122,13.5822001,14.6457996,ppt20inc
randfor,404,-106.4534188,38.68653122,22.2675991,22.2675991,02inctemp
randfor,404,-106.4534188,38.68653122,22.2675991,22.2143993,2inctemp
randfor,404,-106.4534188,38.68653122,22.2675991,21.3139992,4inctemp
randfor,404,-106.4534188,38.68653122,22.2675991,22.8883991,ppt10dec
randfor,404,-106.4534188,38.68653122,22.2675991,21.4778996,ppt10inc
randfor,404,-106.4534188,38.68653122,22.2675991,22.2528992,ppt20inc
randfor,405,-117.1022188,36.58278122,13.1274004,13.0713997,02inctemp
randfor,405,-117.1022188,36.58278122,13.1274004,13.0486002,2inctemp
randfor,405,-117.1022188,36.58278122,13.1274004,13.0184002,4inctemp
randfor,405,-117.1022188,36.58278122,13.1274004,13.4233999,ppt10dec
randfor,405,-117.1022188,36.58278122,13.1274004,12.9764996,ppt10inc
randfor,405,-117.1022188,36.58278122,13.1274004,13.5379,ppt20inc
randfor,406,-116.3018188,36.40513122,10.5112,10.2173996,02inctemp
randfor,406,-116.3018188,36.40513122,10.5112,11.7391996,2inctemp
randfor,406,-116.3018188,36.40513122,10.5112,12.3629999,4inctemp
randfor,406,-116.3018188,36.40513122,10.5112,10.1630001,ppt10dec
randfor,406,-116.3018188,36.40513122,10.5112,11.0002003,ppt10inc
randfor,406,-116.3018188,36.40513122,10.5112,18.4396,ppt20inc
randfor,407,-115.5942188,35.81608122,8.3998699,10.4200001,02inctemp
randfor,407,-115.5942188,35.81608122,8.3998699,12.1159,2inctemp
randfor,407,-115.5942188,35.81608122,8.3998699,12.8298998,4inctemp
randfor,407,-115.5942188,35.81608122,8.3998699,8.9941702,ppt10dec
randfor,407,-115.5942188,35.81608122,8.3998699,17.5688992,ppt10inc
randfor,407,-115.5942188,35.81608122,8.3998699,17.8966007,ppt20inc
randfor,408,-113.9122188,37.00353122,36.1990013,37.9337997,02inctemp
randfor,408,-113.9122188,37.00353122,36.1990013,33.0463982,2inctemp
randfor,408,-113.9122188,37.00353122,36.1990013,32.8137016,4inctemp
randfor,408,-113.9122188,37.00353122,36.1990013,29.0986996,ppt10dec
randfor,408,-113.9122188,37.00353122,36.1990013,33.2872009,ppt10inc
randfor,408,-113.9122188,37.00353122,36.1990013,30.5536003,ppt20inc
randfor,409,-115.5014188,36.45188122,12.3246002,13,02inctemp
randfor,409,-115.5014188,36.45188122,12.3246002,15.2462997,2inctemp
randfor,409,-115.5014188,36.45188122,12.3246002,16.0123005,4inctemp
randfor,409,-115.5014188,36.45188122,12.3246002,10.4951,ppt10dec
randfor,409,-115.5014188,36.45188122,12.3246002,12.7011995,ppt10inc
randfor,409,-115.5014188,36.45188122,12.3246002,12.2123003,ppt20inc
randfor,410,-115.2926188,36.79783122,15.8512001,15.1521997,02inctemp
randfor,410,-115.2926188,36.79783122,15.8512001,17.7978001,2inctemp
randfor,410,-115.2926188,36.79783122,15.8512001,20.2446995,4inctemp
randfor,410,-115.2926188,36.79783122,15.8512001,15.2261,ppt10dec
randfor,410,-115.2926188,36.79783122,15.8512001,16.3181,ppt10inc
randfor,410,-115.2926188,36.79783122,15.8512001,16.5245991,ppt20inc
randfor,411,-119.1902188,40.73418122,10.0453997,12.1099005,02inctemp
randfor,411,-119.1902188,40.73418122,10.0453997,17.7905006,2inctemp
randfor,411,-119.1902188,40.73418122,10.0453997,18.1613998,4inctemp
randfor,411,-119.1902188,40.73418122,10.0453997,10.8548002,ppt10dec
randfor,411,-119.1902188,40.73418122,10.0453997,15.4013996,ppt10inc
randfor,411,-119.1902188,40.73418122,10.0453997,13.7325001,ppt20inc
randfor,412,-119.1670188,41.30453122,16.2521,17.3868008,02inctemp
randfor,412,-119.1670188,41.30453122,16.2521,17.9155006,2inctemp
randfor,412,-119.1670188,41.30453122,16.2521,18.0895996,4inctemp
randfor,412,-119.1670188,41.30453122,16.2521,18.2266998,ppt10dec
randfor,412,-119.1670188,41.30453122,16.2521,20.9563999,ppt10inc
randfor,412,-119.1670188,41.30453122,16.2521,21.8633995,ppt20inc
randfor,413,-114.0862188,37.36818122,21.5646992,21.0536003,02inctemp
randfor,413,-114.0862188,37.36818122,21.5646992,22.3831997,2inctemp
randfor,413,-114.0862188,37.36818122,21.5646992,23.4062996,4inctemp
randfor,413,-114.0862188,37.36818122,21.5646992,19.7556992,ppt10dec
randfor,413,-114.0862188,37.36818122,21.5646992,19.3677006,ppt10inc
randfor,413,-114.0862188,37.36818122,21.5646992,20.9171009,ppt20inc
randfor,414,-118.4594188,43.22128122,8.9229202,9.5753803,02inctemp
randfor,414,-118.4594188,43.22128122,8.9229202,14.3211002,2inctemp
randfor,414,-118.4594188,43.22128122,8.9229202,15.8302002,4inctemp
randfor,414,-118.4594188,43.22128122,8.9229202,18.7432995,ppt10dec
randfor,414,-118.4594188,43.22128122,8.9229202,9.6704197,ppt10inc
randfor,414,-118.4594188,43.22128122,8.9229202,11.9377003,ppt20inc
randfor,415,-118.1926188,43.04363122,13.8720999,11.9594002,02inctemp
randfor,415,-118.1926188,43.04363122,13.8720999,12.8254004,2inctemp
randfor,415,-118.1926188,43.04363122,13.8720999,14.6824999,4inctemp
randfor,415,-118.1926188,43.04363122,13.8720999,20.8013992,ppt10dec
randfor,415,-118.1926188,43.04363122,13.8720999,12.8570004,ppt10inc
randfor,415,-118.1926188,43.04363122,13.8720999,13.2130003,ppt20inc
randfor,416,-118.1926188,43.03428122,9.9335499,11.0727997,02inctemp
randfor,416,-118.1926188,43.03428122,9.9335499,14.0581999,2inctemp
randfor,416,-118.1926188,43.03428122,9.9335499,18.4344006,4inctemp
randfor,416,-118.1926188,43.03428122,9.9335499,19.2168007,ppt10dec
randfor,416,-118.1926188,43.03428122,9.9335499,7.7743001,ppt10inc
randfor,416,-118.1926188,43.03428122,9.9335499,8.3906202,ppt20inc
randfor,417,-114.1326188,42.87533122,19.5144997,17.9302998,02inctemp
randfor,417,-114.1326188,42.87533122,19.5144997,18.0172997,2inctemp
randfor,417,-114.1326188,42.87533122,19.5144997,18.4365005,4inctemp
randfor,417,-114.1326188,42.87533122,19.5144997,19.9969997,ppt10dec
randfor,417,-114.1326188,42.87533122,19.5144997,19.4218006,ppt10inc
randfor,417,-114.1326188,42.87533122,19.5144997,21.4130001,ppt20inc
randfor,418,-114.1210188,42.87533122,19.1700001,18.5312996,02inctemp
randfor,418,-114.1210188,42.87533122,19.1700001,18.2411003,2inctemp
randfor,418,-114.1210188,42.87533122,19.1700001,18.8425999,4inctemp
randfor,418,-114.1210188,42.87533122,19.1700001,19.9790001,ppt10dec
randfor,418,-114.1210188,42.87533122,19.1700001,21.0641003,ppt10inc
randfor,418,-114.1210188,42.87533122,19.1700001,21.4626007,ppt20inc
randfor,419,-114.1442188,42.86598122,20.6854992,18.5014,02inctemp
randfor,419,-114.1442188,42.86598122,20.6854992,18.5323009,2inctemp
randfor,419,-114.1442188,42.86598122,20.6854992,18.0156002,4inctemp
randfor,419,-114.1442188,42.86598122,20.6854992,20.3426991,ppt10dec
randfor,419,-114.1442188,42.86598122,20.6854992,19.5489006,ppt10inc
randfor,419,-114.1442188,42.86598122,20.6854992,22.2980003,ppt20inc
randfor,420,-114.1326188,42.86598122,19.9016991,18.9372005,02inctemp
randfor,420,-114.1326188,42.86598122,19.9016991,18.4710999,2inctemp
randfor,420,-114.1326188,42.86598122,19.9016991,18.3932991,4inctemp
randfor,420,-114.1326188,42.86598122,19.9016991,19.2008991,ppt10dec
randfor,420,-114.1326188,42.86598122,19.9016991,20.7497005,ppt10inc
randfor,420,-114.1326188,42.86598122,19.9016991,21.7712002,ppt20inc
randfor,421,-119.4918188,42.71638122,7.4611001,9.5043297,02inctemp
randfor,421,-119.4918188,42.71638122,7.4611001,15.1217003,2inctemp
randfor,421,-119.4918188,42.71638122,7.4611001,15.7058001,4inctemp
randfor,421,-119.4918188,42.71638122,7.4611001,13.8633003,ppt10dec
randfor,421,-119.4918188,42.71638122,7.4611001,13.0235996,ppt10inc
randfor,421,-119.4918188,42.71638122,7.4611001,17.4258995,ppt20inc
randfor,422,-119.4338188,42.71638122,12.3294001,12.8451004,02inctemp
randfor,422,-119.4338188,42.71638122,12.3294001,15.9699001,2inctemp
randfor,422,-119.4338188,42.71638122,12.3294001,16.3085003,4inctemp
randfor,422,-119.4338188,42.71638122,12.3294001,17.8995991,ppt10dec
randfor,422,-119.4338188,42.71638122,12.3294001,15.9443998,ppt10inc
randfor,422,-119.4338188,42.71638122,12.3294001,20.5807991,ppt20inc
randfor,423,-118.8886188,42.34238122,21.4533005,22.2987995,02inctemp
randfor,423,-118.8886188,42.34238122,21.4533005,22.2982006,2inctemp
randfor,423,-118.8886188,42.34238122,21.4533005,21.7556,4inctemp
randfor,423,-118.8886188,42.34238122,21.4533005,18.3085003,ppt10dec
randfor,423,-118.8886188,42.34238122,21.4533005,17.0321999,ppt10inc
randfor,423,-118.8886188,42.34238122,21.4533005,11.9737997,ppt20inc
randfor,424,-119.4338188,42.22083122,8.2493601,11.7533998,02inctemp
randfor,424,-119.4338188,42.22083122,8.2493601,18.9353008,2inctemp
randfor,424,-119.4338188,42.22083122,8.2493601,17.6580009,4inctemp
randfor,424,-119.4338188,42.22083122,8.2493601,15.7006998,ppt10dec
randfor,424,-119.4338188,42.22083122,8.2493601,20.2084999,ppt10inc
randfor,424,-119.4338188,42.22083122,8.2493601,19.1898994,ppt20inc
randfor,425,-119.0394188,42.13668122,16.9867001,19.6103001,02inctemp
randfor,425,-119.0394188,42.13668122,16.9867001,22.1590996,2inctemp
randfor,425,-119.0394188,42.13668122,16.9867001,20.6074009,4inctemp
randfor,425,-119.0394188,42.13668122,16.9867001,17.1567993,ppt10dec
randfor,425,-119.0394188,42.13668122,16.9867001,18.9850998,ppt10inc
randfor,425,-119.0394188,42.13668122,16.9867001,17.6522999,ppt20inc
randfor,426,-116.8818188,41.54763122,24.9496002,25.3582001,02inctemp
randfor,426,-116.8818188,41.54763122,24.9496002,24.2744999,2inctemp
randfor,426,-116.8818188,41.54763122,24.9496002,22.9076996,4inctemp
randfor,426,-116.8818188,41.54763122,24.9496002,24.1457996,ppt10dec
randfor,426,-116.8818188,41.54763122,24.9496002,25.3311005,ppt10inc
randfor,426,-116.8818188,41.54763122,24.9496002,24.3075008,ppt20inc
randfor,427,-114.6546188,37.65803122,19.2682991,18.7628002,02inctemp
randfor,427,-114.6546188,37.65803122,19.2682991,17.1460991,2inctemp
randfor,427,-114.6546188,37.65803122,19.2682991,19.0911007,4inctemp
randfor,427,-114.6546188,37.65803122,19.2682991,17.7875004,ppt10dec
randfor,427,-114.6546188,37.65803122,19.2682991,16.2488003,ppt10inc
randfor,427,-114.6546188,37.65803122,19.2682991,16.6959991,ppt20inc
randfor,428,-117.8214188,44.07213122,11.4157,13.7975998,02inctemp
randfor,428,-117.8214188,44.07213122,11.4157,15.9884005,2inctemp
randfor,428,-117.8214188,44.07213122,11.4157,16.1380005,4inctemp
randfor,428,-117.8214188,44.07213122,11.4157,15.6440001,ppt10dec
randfor,428,-117.8214188,44.07213122,11.4157,15.6583004,ppt10inc
randfor,428,-117.8214188,44.07213122,11.4157,15.6823997,ppt20inc
randfor,429,-117.7982188,44.06278122,14.0300999,14.0151997,02inctemp
randfor,429,-117.7982188,44.06278122,14.0300999,16.5608006,2inctemp
randfor,429,-117.7982188,44.06278122,14.0300999,16.4783993,4inctemp
randfor,429,-117.7982188,44.06278122,14.0300999,16.5816002,ppt10dec
randfor,429,-117.7982188,44.06278122,14.0300999,17.5492001,ppt10inc
randfor,429,-117.7982188,44.06278122,14.0300999,17.5142002,ppt20inc
randfor,430,-119.7122188,43.53918122,6.3613,8.4217501,02inctemp
randfor,430,-119.7122188,43.53918122,6.3613,15.4004002,2inctemp
randfor,430,-119.7122188,43.53918122,6.3613,16.2922993,4inctemp
randfor,430,-119.7122188,43.53918122,6.3613,11.8388004,ppt10dec
randfor,430,-119.7122188,43.53918122,6.3613,11.8514004,ppt10inc
randfor,430,-119.7122188,43.53918122,6.3613,16.0979996,ppt20inc
randfor,431,-117.7750188,43.48308122,9.4613304,12.8534002,02inctemp
randfor,431,-117.7750188,43.48308122,9.4613304,15.8235998,2inctemp
randfor,431,-117.7750188,43.48308122,9.4613304,17.1427994,4inctemp
randfor,431,-117.7750188,43.48308122,9.4613304,13.4856997,ppt10dec
randfor,431,-117.7750188,43.48308122,9.4613304,17.0956993,ppt10inc
randfor,431,-117.7750188,43.48308122,9.4613304,15.7332001,ppt20inc
randfor,432,-117.7634188,43.48308122,7.4799199,11.3677998,02inctemp
randfor,432,-117.7634188,43.48308122,7.4799199,14.9244003,2inctemp
randfor,432,-117.7634188,43.48308122,7.4799199,15.3673,4inctemp
randfor,432,-117.7634188,43.48308122,7.4799199,14.8903999,ppt10dec
randfor,432,-117.7634188,43.48308122,7.4799199,17.6352005,ppt10inc
randfor,432,-117.7634188,43.48308122,7.4799199,20.4852009,ppt20inc
randfor,433,-114.1094188,42.87533122,19.2577991,19.9685001,02inctemp
randfor,433,-114.1094188,42.87533122,19.2577991,19.5314999,2inctemp
randfor,433,-114.1094188,42.87533122,19.2577991,19.5969009,4inctemp
randfor,433,-114.1094188,42.87533122,19.2577991,20.1410007,ppt10dec
randfor,433,-114.1094188,42.87533122,19.2577991,21.2717991,ppt10inc
randfor,433,-114.1094188,42.87533122,19.2577991,21.0328999,ppt20inc
randfor,434,-117.1370188,42.37043122,9.5518198,13.2446003,02inctemp
randfor,434,-117.1370188,42.37043122,9.5518198,17.4445992,2inctemp
randfor,434,-117.1370188,42.37043122,9.5518198,17.4356995,4inctemp
randfor,434,-117.1370188,42.37043122,9.5518198,18.8090992,ppt10dec
randfor,434,-117.1370188,42.37043122,9.5518198,16.8185997,ppt10inc
randfor,434,-117.1370188,42.37043122,9.5518198,19.4123001,ppt20inc
randfor,435,-117.1370188,42.36108122,19.3563995,20.6709003,02inctemp
randfor,435,-117.1370188,42.36108122,19.3563995,22.1173992,2inctemp
randfor,435,-117.1370188,42.36108122,19.3563995,20.3271008,4inctemp
randfor,435,-117.1370188,42.36108122,19.3563995,24.5755997,ppt10dec
randfor,435,-117.1370188,42.36108122,19.3563995,21.7306004,ppt10inc
randfor,435,-117.1370188,42.36108122,19.3563995,20.5433006,ppt20inc
randfor,436,-115.3274188,42.32368122,13.4278002,14.2196999,02inctemp
randfor,436,-115.3274188,42.32368122,13.4278002,17.0683002,2inctemp
randfor,436,-115.3274188,42.32368122,13.4278002,16.9382992,4inctemp
randfor,436,-115.3274188,42.32368122,13.4278002,20.5314007,ppt10dec
randfor,436,-115.3274188,42.32368122,13.4278002,13.2865,ppt10inc
randfor,436,-115.3274188,42.32368122,13.4278002,17.5032005,ppt20inc
randfor,437,-115.3274188,42.31433122,20.0207005,20.1019001,02inctemp
randfor,437,-115.3274188,42.31433122,20.0207005,19.5800991,2inctemp
randfor,437,-115.3274188,42.31433122,20.0207005,19.6800003,4inctemp
randfor,437,-115.3274188,42.31433122,20.0207005,21.6273003,ppt10dec
randfor,437,-115.3274188,42.31433122,20.0207005,16.6828995,ppt10inc
randfor,437,-115.3274188,42.31433122,20.0207005,20.2936993,ppt20inc
randfor,438,-119.4106188,42.30498122,16.7548008,17.6599007,02inctemp
randfor,438,-119.4106188,42.30498122,16.7548008,20.5568008,2inctemp
randfor,438,-119.4106188,42.30498122,16.7548008,20.1802006,4inctemp
randfor,438,-119.4106188,42.30498122,16.7548008,19.0851994,ppt10dec
randfor,438,-119.4106188,42.30498122,16.7548008,13.5257998,ppt10inc
randfor,438,-119.4106188,42.30498122,16.7548008,14.5548,ppt20inc
randfor,439,-115.3274188,42.30498122,20.0207005,20.1019001,02inctemp
randfor,439,-115.3274188,42.30498122,20.0207005,19.5800991,2inctemp
randfor,439,-115.3274188,42.30498122,20.0207005,19.6800003,4inctemp
randfor,439,-115.3274188,42.30498122,20.0207005,21.6273003,ppt10dec
randfor,439,-115.3274188,42.30498122,20.0207005,16.6828995,ppt10inc
randfor,439,-115.3274188,42.30498122,20.0207005,20.2936993,ppt20inc
randfor,440,-115.3390188,42.29563122,3.0299001,7.3734698,02inctemp
randfor,440,-115.3390188,42.29563122,3.0299001,13.0256996,2inctemp
randfor,440,-115.3390188,42.29563122,3.0299001,14.6993999,4inctemp
randfor,440,-115.3390188,42.29563122,3.0299001,16.2728996,ppt10dec
randfor,440,-115.3390188,42.29563122,3.0299001,16.1588993,ppt10inc
randfor,440,-115.3390188,42.29563122,3.0299001,19.0305004,ppt20inc
randfor,441,-115.3274188,42.29563122,5.76051,8.1596699,02inctemp
randfor,441,-115.3274188,42.29563122,5.76051,14.2749004,2inctemp
randfor,441,-115.3274188,42.29563122,5.76051,14.7427998,4inctemp
randfor,441,-115.3274188,42.29563122,5.76051,15.2883997,ppt10dec
randfor,441,-115.3274188,42.29563122,5.76051,20.6767006,ppt10inc
randfor,441,-115.3274188,42.29563122,5.76051,23.2675991,ppt20inc
randfor,442,-115.3274188,42.28628122,17.4533997,17.0280991,02inctemp
