"longitude","latitude","LT_data","extra","outlier","climate","rings","Comp.1","Comp.2","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","site"
-107.103018792539,38.2751312209583,0,1,0,"cold.Psummer","mid",3.02304600390938,-4.19099288513483,32,196,41,9178,262,-206,468,139,-72,145,-93,346,49,20,31,129,68,114,70,144
-106.929018792539,38.4527812209583,0,1,0,"cold.Psummer","mid",3.82332806634025,-3.67511349812193,21,193,40,9427,252,-219,471,131,69,137,-108,371,49,22,26,130,72,116,87,145
-113.506218792539,39.3129812209583,0,1,0,"warm.Psummer","mid",-4.5967895648148,-3.27588774854639,107,175,38,9312,350,-99,449,99,-12,229,-12,174,21,8,26,56,27,44,27,146
-110.780218792539,38.2096812209583,0,1,0,"warm.Psummer","mid",-4.07422254054694,-3.36071903761992,109,159,36,9394,336,-98,434,222,-12,231,-12,182,26,9,34,69,31,57,31,147
-109.863818792539,38.9950812209583,0,1,0,"warm.Psummer","mid",-3.24598143785343,-3.19359551826448,106,159,35,9745,340,-105,445,177,-21,232,-21,226,26,12,24,75,44,58,44,148
-108.866218792539,40.7435312209583,1,0,0,"warm.Psummer","mid",-1.86568167506113,-3.58300438686327,71,183,40,9017,313,-138,451,117,-46,187,-46,243,28,10,26,75,38,63,38,149
-108.877818792539,40.7248312209583,1,0,0,"warm.Psummer","mid",-1.88374441851504,-3.57735587703626,72,183,40,9043,314,-138,452,118,-46,188,-46,244,29,10,27,75,38,63,38,150
-111.081818792539,38.9389812209583,0,1,0,"warm.Psummer","mid",-2.32110992341826,-3.18653358811986,86,158,37,9110,307,-119,426,195,-21,204,-33,205,28,12,31,76,38,65,38,151
-114.028218792539,44.6798812209583,0,1,0,"warm.Psummer","mid",-1.30635560839597,-3.17352001986214,66,166,38,8927,305,-127,432,155,-27,179,-52,230,36,10,39,90,35,78,41,152
-112.903018792539,43.6046312209583,1,0,0,"warm.Psummer","mid",-0.922650194252575,-3.04519586228933,60,166,35,9798,308,-155,463,111,132,184,-70,228,34,12,34,87,44,62,53,153
-108.541418792539,42.7350812209583,1,0,0,"warm.Psummer","mid",-0.880422908662693,-3.31716813516198,66,158,35,9886,306,-143,449,115,-61,194,-61,255,48,10,50,114,32,61,32,154
-108.506618792539,44.0908312209583,1,0,0,"warm.Psummer","mid",-0.330271603545633,-3.16306029435628,61,162,37,9075,291,-142,433,105,-54,181,-54,273,50,9,57,124,29,92,29,155
-108.495018792539,43.9505812209583,1,0,0,"warm.Psummer","mid",-0.587470816493662,-3.292532077658,65,163,37,9136,295,-142,437,109,-52,185,-52,267,50,9,56,122,27,89,27,156
-112.288218792539,43.7729312209583,1,0,0,"warm.Psummer","mid",-0.285353680991763,-3.46844217227052,59,161,35,9737,304,-149,453,111,-48,182,-70,245,35,15,30,89,50,65,53,157
-107.253818792539,43.2025812209583,1,0,0,"cold.Psummer","mid",0.0550223026722027,-2.96624388547881,57,152,35,9312,290,-140,430,100,-60,181,-60,285,49,11,48,124,34,83,34,158
-108.460218792539,42.7911812209583,1,0,0,"warm.Psummer","mid",-0.672404593285377,-3.46220767736513,62,158,35,9818,301,-146,447,110,-65,189,-65,252,47,10,49,113,31,64,31,159
-107.973018792539,42.4732812209583,1,0,0,"warm.Psummer","mid",-0.397586647819946,-2.94444182310287,55,146,34,9404,287,-132,419,99,-64,179,-64,244,41,11,41,100,34,66,34,160
-109.805818792539,41.1642812209583,1,0,0,"warm.Psummer","mid",-0.8396413900529,-2.76255794601044,58,152,37,8803,283,-124,407,97,-52,174,-52,244,32,10,31,86,34,72,34,161
-109.017018792539,40.4817312209583,1,0,0,"warm.Psummer","mid",-0.309119455663064,-3.01225050650061,64,164,37,9219,299,-137,436,55,-55,184,-55,294,32,15,22,86,50,76,50,162
-108.993818792539,40.4723812209583,1,0,0,"warm.Psummer","mid",-0.352986303259187,-3.08045595285436,65,165,37,9239,301,-138,439,56,-55,185,-55,294,32,15,22,86,50,76,50,163
-109.040218792539,40.4630312209583,1,1,0,"warm.Psummer","mid",-0.426481550594851,-3.20106957173988,65,164,37,9223,300,-137,437,109,-55,184,-55,291,32,15,21,85,50,75,50,164
-108.993818792539,40.4536812209583,1,0,0,"warm.Psummer","mid",-0.0326023820586077,-2.89612937460187,63,163,37,9166,297,-137,434,53,-56,182,-56,305,33,16,21,88,53,79,53,165
-108.831418792539,40.4443312209583,1,0,0,"warm.Psummer","mid",-0.0719662087593763,-3.11237621122257,63,170,38,9206,299,-143,442,54,-57,182,-57,305,33,16,21,88,53,79,53,166
-107.764218792539,44.5957312209583,1,0,0,"cold.Psummer","mid",0.541302194132027,-3.10238080185551,59,161,36,9380,295,-150,445,106,-62,182,-62,313,48,14,41,128,47,89,47,167
-105.281818792539,43.7074812209583,1,0,0,"cold.Psummer","mid",0.172797082058341,-3.3344702692964,71,156,35,9587,309,-130,439,168,-50,198,-50,343,64,9,61,162,31,127,31,168
-105.270218792539,43.7074812209583,1,0,0,"cold.Psummer","mid",0.173988224216514,-3.32818215438612,71,156,35,9580,309,-130,439,167,-50,198,-50,343,64,9,61,162,31,127,31,169
-105.281818792539,43.6887812209583,1,0,0,"cold.Psummer","mid",0.166163861040436,-3.29892036778642,71,156,35,9559,309,-129,438,167,-50,198,-50,343,64,9,61,162,31,127,31,170
-105.270218792539,43.6887812209583,1,0,0,"cold.Psummer","mid",0.145917023971447,-3.29332426965097,71,156,35,9563,309,-129,438,167,-50,198,-50,342,64,9,61,161,31,126,31,171
-105.258618792539,43.6887812209583,1,0,0,"cold.Psummer","mid",0.173988224216514,-3.32818215438612,71,156,35,9580,309,-130,439,167,-50,198,-50,343,64,9,61,162,31,127,31,172
-105.281818792539,43.6794312209583,1,0,0,"cold.Psummer","mid",0.180212471441579,-3.2453030466699,71,156,35,9555,309,-128,437,167,-50,198,-50,344,64,9,61,162,32,127,32,173
-105.270218792539,43.6794312209583,1,0,0,"cold.Psummer","mid",0.111641418699463,-3.29623927164678,72,156,35,9559,310,-129,439,168,-49,198,-49,342,64,9,61,161,31,126,31,174
-105.258618792539,43.6794312209583,1,0,0,"cold.Psummer","mid",0.105804657687177,-3.30665068524693,72,157,35,9555,310,-129,439,168,-49,198,-49,342,64,9,61,161,31,126,31,175
-105.281818792539,43.6700812209583,1,0,0,"cold.Psummer","mid",0.111641418699463,-3.29623927164678,72,156,35,9559,310,-129,439,168,-49,198,-49,342,64,9,61,161,31,126,31,176
-105.258618792539,43.6700812209583,1,0,0,"cold.Psummer","mid",0.084172048807881,-3.32727029837672,72,157,35,9571,311,-129,440,168,-49,199,-49,342,64,9,61,161,31,126,31,177
-105.235418792539,43.6700812209583,1,0,0,"cold.Psummer","mid",0.0797244188484312,-3.37635200234315,72,157,35,9610,312,-129,441,169,-50,199,-50,341,64,9,61,161,31,126,31,178
-105.247018792539,43.6513812209583,1,0,0,"cold.Psummer","mid",0.145552911033591,-3.28660393145339,71,156,35,9548,309,-129,438,167,-50,198,-50,342,64,9,61,161,31,126,31,179
-105.223818792539,43.6513812209583,1,0,0,"cold.Psummer","mid",0.23230200033882,-3.20374272213213,70,155,35,9532,308,-128,436,166,-50,197,-50,346,65,9,61,163,31,127,31,180
-105.247018792539,43.6420312209583,1,0,0,"cold.Psummer","mid",0.293155337998996,-2.99868266192908,71,155,35,9534,308,-128,436,114,-50,197,-50,346,65,9,61,162,32,126,32,181
-105.223818792539,43.6420312209583,1,0,0,"cold.Psummer","mid",0.13840822534151,-3.26988677615583,71,156,35,9555,309,-128,437,167,-50,198,-50,342,64,9,61,161,31,126,31,182
-107.311818792539,43.2493312209583,1,0,0,"cold.Psummer","mid",0.140132594745431,-3.02546200318476,56,153,35,9324,289,-143,432,98,-62,179,-62,285,49,11,49,125,34,83,34,183
-108.425418792539,42.5293812209583,1,0,0,"cold.Psummer","mid",0.456644082437985,-2.75465542536759,49,152,35,9403,281,-144,425,93,-70,172,-70,270,44,14,37,107,45,67,45,184
-110.629418792539,41.5008812209583,1,0,0,"cold.Psummer","mid",0.0938209046816915,-3.50253094530893,42,167,38,9048,279,-151,430,85,-74,159,-74,248,30,13,25,81,42,69,42,185
-107.775818792539,41.1268812209583,1,0,0,"cold.Psummer","mid",0.386074378677491,-3.33922609515055,50,167,38,9191,287,-148,435,95,-69,169,-69,290,33,16,21,87,52,78,52,186
-107.694618792539,41.0707812209583,1,0,0,"cold.Psummer","mid",0.65372514903244,-3.22712177243695,50,167,38,9202,288,-148,436,95,-69,169,-69,307,34,17,19,91,57,81,57,187
-108.100618792539,41.0614312209583,1,0,0,"cold.Psummer","mid",0.719323681386413,-3.12164335560046,44,167,39,8956,278,-150,428,86,-71,161,-71,295,33,16,20,88,53,80,53,188
-108.042618792539,41.0614312209583,1,0,0,"cold.Psummer","mid",0.778350646276538,-3.1745260438437,44,167,38,8978,279,-150,429,87,-71,161,-71,299,33,16,20,88,54,81,54,189
-107.729418792539,41.0614312209583,1,0,0,"cold.Psummer","mid",0.592533691424681,-3.32809966736531,51,169,38,9218,289,-149,438,96,-69,170,-69,306,33,17,18,90,57,81,57,190
-107.694618792539,41.0614312209583,1,0,0,"cold.Psummer","mid",0.861206966195626,-3.11869455639778,49,167,38,9151,285,-148,433,94,-69,167,-69,313,34,18,17,91,60,82,60,191
-108.077418792539,41.0520812209583,1,0,0,"cold.Psummer","mid",0.971742954809242,-3.0978836943111,43,166,38,8914,276,-150,426,85,-71,159,-71,304,33,17,19,90,55,83,55,192
-108.042618792539,41.0520812209583,1,0,0,"cold.Psummer","mid",0.483794514369999,-3.316383688842,47,170,39,9039,284,-150,434,91,-70,164,-70,290,32,16,20,87,52,79,52,193
-107.741018792539,41.0520812209583,1,0,0,"cold.Psummer","mid",0.451806873160481,-3.36417817185701,52,170,38,9242,291,-149,440,98,-68,172,-68,301,33,17,19,89,56,79,56,194
-107.694618792539,41.0520812209583,1,0,0,"cold.Psummer","mid",0.124402542015684,-3.49107464470667,56,171,38,9357,297,-148,445,103,-66,176,-66,295,33,16,20,88,54,77,54,195
-108.089018792539,41.0427312209583,1,0,0,"cold.Psummer","mid",0.535423075502107,-3.29690720406902,46,169,39,9046,282,-151,433,90,-70,164,-70,291,32,16,20,87,52,79,52,196
-107.741018792539,41.0333812209583,1,0,0,"cold.Psummer","mid",0.32604010051227,-3.44197968735151,54,172,38,9306,294,-149,443,101,-67,174,-67,299,33,17,19,88,56,78,56,197
-107.729418792539,41.0333812209583,1,0,0,"cold.Psummer","mid",0.378724333341494,-3.40599101279424,53,171,38,9269,293,-149,442,100,-68,173,-68,300,33,17,19,88,56,78,56,198
-107.717818792539,41.0333812209583,1,0,0,"cold.Psummer","mid",0.48908710897509,-3.38759897741229,53,170,38,9285,292,-150,442,98,-68,172,-68,306,33,17,19,90,57,80,57,199
-108.089018792539,41.0240312209583,1,0,0,"cold.Psummer","mid",0.127959451908315,-3.55352468992603,50,174,39,9130,290,-152,442,95,-68,168,-68,281,32,15,21,85,49,76,49,200
-107.729418792539,41.0240312209583,1,0,0,"cold.Psummer","mid",0.356913275545606,-3.41383556992373,54,172,38,9286,294,-149,443,100,-67,173,-67,303,33,17,19,89,56,78,56,201
-108.077418792539,41.0053312209583,1,0,0,"cold.Psummer","mid",0.200901026002886,-3.50892872957094,50,173,39,9126,289,-152,441,94,-69,168,-69,286,32,15,21,85,50,77,50,202
-108.413818792539,40.8370312209583,0,1,0,"cold.Psummer","mid",0.499445860474933,-3.15660376307007,49,173,39,8890,285,-150,435,91,-65,165,-65,303,33,16,19,90,54,80,54,203
-108.715418792539,40.4630312209583,1,0,0,"cold.Psummer","mid",0.166930548491937,-3.18209602471648,59,173,38,9137,297,-147,444,50,-60,177,-60,311,33,16,21,90,54,81,54,204
-108.703818792539,40.4630312209583,1,0,0,"cold.Psummer","mid",0.155377997355811,-3.19233083677134,59,173,38,9153,297,-147,444,51,-60,178,-60,311,33,16,21,90,54,81,54,205
-108.750218792539,40.4536812209583,1,0,0,"cold.Psummer","mid",0.104098607625234,-3.14118397947495,60,172,38,9164,297,-146,443,52,-59,179,-59,309,33,16,21,90,54,80,54,206
-108.738618792539,40.4536812209583,1,0,0,"cold.Psummer","mid",0.281716279148512,-3.07665462908289,59,171,38,9131,296,-146,442,50,-59,177,-59,314,33,17,19,91,56,81,56,207
-108.715418792539,40.4536812209583,1,0,0,"cold.Psummer","mid",0.321629733420954,-3.11879113596895,59,172,38,9130,295,-147,442,50,-60,177,-60,316,33,17,19,91,56,82,56,208
-108.645818792539,40.4536812209583,1,0,0,"cold.Psummer","mid",0.0999491331970277,-3.30460433641987,60,176,39,9205,299,-151,450,52,-61,178,-61,310,33,16,21,90,54,80,54,209
-108.738618792539,40.4443312209583,1,0,0,"cold.Psummer","mid",0.398138842821256,-2.98805086601494,58,170,38,9091,293,-146,439,48,-60,176,-60,318,34,17,20,92,56,82,56,210
-113.367018792539,44.7172812209583,0,1,0,"cold.Psummer","mid",1.44038430686928,-3.16104156067487,29,164,39,8498,258,-158,416,113,-63,138,-81,284,45,10,45,115,40,103,40,211
-110.490218792539,41.9122812209583,1,0,0,"cold.Psummer","mid",1.85181947785799,-3.48195756914153,23,166,38,9100,260,-172,432,66,-77,141,-92,284,33,17,20,88,56,79,56,212
-110.478618792539,41.9122812209583,1,0,0,"cold.Psummer","mid",1.9081724699707,-3.4542861065527,22,165,38,9088,259,-172,431,65,-78,140,-93,286,33,17,20,88,56,79,56,213
-110.478618792539,41.9029312209583,1,0,0,"cold.Psummer","mid",1.78288674957542,-3.49914987232779,24,166,38,9147,261,-171,432,67,-77,143,-92,283,33,17,20,88,55,79,56,214
-110.490218792539,41.8935812209583,1,0,0,"cold.Psummer","mid",1.80033698822581,-3.49224700481986,24,166,38,9137,261,-171,432,67,-77,143,-92,284,33,17,20,88,56,79,56,215
-110.478618792539,41.8935812209583,1,0,0,"cold.Psummer","mid",1.53971572018332,-3.62191445363398,25,167,38,9197,264,-171,435,68,-76,144,-92,275,32,16,21,86,53,76,53,216
-110.455418792539,41.8935812209583,1,0,0,"cold.Psummer","mid",1.6133721592145,-3.59033639537737,24,166,38,9139,262,-171,433,67,-77,143,-92,277,32,16,20,86,53,77,53,217
-110.467018792539,41.8842312209583,1,0,0,"cold.Psummer","mid",1.70026794657856,-3.51719298061827,24,165,38,9125,261,-170,431,67,-76,143,-91,279,32,17,20,87,54,78,54,218
-110.455418792539,41.8842312209583,1,0,0,"cold.Psummer","mid",1.80714638875415,-3.50227626669923,23,165,38,9114,261,-171,432,66,-77,142,-92,283,33,17,20,88,55,79,55,219
-110.432218792539,41.8842312209583,1,0,0,"cold.Psummer","mid",1.55438705123396,-3.61032630158785,24,166,38,9171,262,-171,433,68,-76,144,-92,273,32,16,21,86,52,76,52,220
-110.490218792539,41.8655312209583,1,0,0,"cold.Psummer","mid",1.66232300153807,-3.51291411943628,25,165,38,9098,262,-168,430,67,-90,144,-90,280,32,17,20,87,54,78,54,221
-110.432218792539,41.8561812209583,1,0,0,"cold.Psummer","mid",1.29834275109539,-3.62859218507342,27,166,38,9167,265,-168,433,70,-74,146,-89,267,32,15,22,85,50,76,50,222
-110.803418792539,41.6411312209583,1,0,0,"cold.Psummer","mid",1.62128360618491,-2.99902313349795,30,164,38,8899,264,-157,421,71,-83,146,-83,295,33,18,18,90,58,78,58,223
-110.478618792539,41.9309812209583,1,0,0,"cold.Psummer","mid",2.07991701046578,-3.42375258004536,21,165,38,9102,258,-173,431,64,-79,140,-94,291,33,18,18,89,58,80,59,224
-110.478618792539,41.9216312209583,1,0,0,"cold.Psummer","mid",1.97161322242485,-3.4449410102,22,165,38,9101,259,-172,431,64,-78,141,-93,287,33,18,19,88,57,79,57,225
-110.467018792539,41.9122812209583,1,1,0,"cold.Psummer","mid",2.4071926991339,-3.15848315683897,19,163,38,8975,253,-171,424,60,-80,136,-94,301,34,19,17,91,62,82,62,226
-110.467018792539,41.9029312209583,1,0,0,"cold.Psummer","mid",2.09188429264846,-3.33686253013039,21,164,38,9079,257,-171,428,63,-79,140,-93,292,33,18,18,89,59,80,59,227
-110.467018792539,41.8935812209583,1,0,0,"cold.Psummer","mid",2.02089202730393,-3.33591949190337,22,164,38,9064,258,-170,428,64,-78,140,-93,289,33,18,18,89,58,79,58,228
-110.954218792539,41.7533312209583,1,0,0,"cold.Psummer","mid",1.9387912623994,-3.00953520786245,27,167,39,8936,262,-164,426,70,-72,142,-88,305,33,19,17,92,62,79,62,229
-107.300218792539,38.5182312209583,1,0,0,"cold.Psummer","mid",2.20979068012029,-3.3311150854262,41,194,41,9101,274,-191,465,148,87,154,-82,352,43,21,22,118,73,104,76,230
-107.300218792539,38.5088812209583,1,0,0,"cold.Psummer","mid",2.09182693420118,-3.35342763239446,43,194,41,9128,277,-190,467,149,89,156,-81,350,43,21,22,118,72,104,76,231
-107.300218792539,38.4995312209583,1,0,0,"cold.Psummer","mid",2.11304688175091,-3.32519163597408,43,194,41,9095,276,-190,466,149,89,155,-81,350,43,21,22,118,72,104,76,232
-107.288618792539,38.4901812209583,1,0,0,"cold.Psummer","mid",1.98891533166822,-3.44658944805907,43,195,41,9160,277,-191,468,150,90,156,-82,344,43,20,24,118,71,103,73,233
-107.219018792539,38.4808312209583,1,0,0,"cold.Psummer","mid",2.34630488314297,-3.53627513856015,37,195,41,9209,271,-198,469,145,85,151,-88,345,44,20,24,120,70,105,75,234
-107.265418792539,38.4714812209583,1,0,0,"cold.Psummer","mid",2.00551524551158,-3.47983095910686,42,195,41,9153,277,-192,469,149,89,155,-83,341,43,20,24,118,70,103,73,235
-107.253818792539,38.4714812209583,1,0,0,"cold.Psummer","mid",1.98994817456264,-3.5245237815402,42,196,41,9176,277,-193,470,149,89,155,-83,340,43,20,24,118,69,103,73,236
-107.242218792539,38.4714812209583,1,0,0,"cold.Psummer","mid",2.01294837787084,-3.53770172004375,41,196,41,9190,276,-193,469,149,88,155,-84,339,43,20,24,117,69,103,73,237
-107.288618792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.48851097662098,-3.26110839951771,39,194,41,9069,270,-194,464,145,84,151,-84,359,45,21,24,123,73,108,78,238
-107.265418792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.30060110094564,-3.45336453388036,40,195,41,9140,273,-194,467,147,86,153,-84,349,44,21,23,120,72,106,75,239
-107.242218792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.20573167320858,-3.48084796012124,40,195,41,9181,273,-195,468,147,86,153,-85,345,44,20,25,120,70,105,74,240
-107.230618792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.16515015444855,-3.53902170785042,40,196,41,9182,273,-196,469,146,87,153,-86,340,44,20,25,119,69,104,73,241
-107.219018792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.18872030025359,-3.60390065911733,39,196,41,9214,273,-197,470,146,87,153,-87,339,44,20,24,118,69,104,73,242
-107.195818792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.36860741079831,-3.59736286899982,37,195,41,9280,270,-200,470,144,84,151,-90,343,44,20,25,120,69,105,75,243
-107.184218792539,38.4621312209583,1,0,0,"cold.Psummer","mid",2.60068267600934,-3.57855814872203,35,195,41,9228,268,-201,469,142,82,149,-91,348,45,21,24,121,71,107,76,244
-107.300218792539,38.4527812209583,1,0,0,"cold.Psummer","mid",1.97664843607501,-3.375282636872,43,195,41,9107,276,-190,466,150,90,156,-80,345,43,20,24,118,71,103,73,245
-107.288618792539,38.4434312209583,1,0,0,"cold.Psummer","mid",2.26626672943287,-3.37049841828714,41,195,41,9089,274,-192,466,147,87,154,-82,353,44,21,23,121,73,106,75,246
-107.311818792539,38.5088812209583,1,0,0,"cold.Psummer","mid",2.96493569241025,-3.07158788295628,35,191,41,9001,265,-195,460,141,80,147,-86,377,46,22,21,126,78,111,83,247
-107.253818792539,38.4808312209583,1,0,0,"cold.Psummer","mid",3.21591064180023,-3.15906600832355,32,192,41,9069,261,-201,462,138,77,144,-91,379,47,22,22,128,77,113,85,248
-107.335018792539,38.4621312209583,1,0,0,"cold.Psummer","mid",3.26477826239348,-2.90109440147365,34,191,41,8906,262,-194,456,139,79,145,-85,390,48,23,22,132,80,116,85,249
-107.184218792539,38.4527812209583,1,0,0,"cold.Psummer","mid",3.07395848348848,-3.37499367498164,31,194,41,9176,261,-205,466,137,77,144,-94,366,47,21,24,126,73,111,82,250
-107.335018792539,38.4434312209583,1,0,0,"cold.Psummer","mid",2.94993088889041,-2.976169210946,36,192,41,8920,265,-193,458,141,81,148,-83,381,47,22,23,129,78,113,82,251
-107.230618792539,38.4153812209583,0,1,0,"cold.Psummer","mid",3.3005647080648,-3.24420921695261,31,193,41,9076,260,-203,463,137,76,143,-92,378,48,22,24,130,77,115,83,252
-107.079818792539,38.3873312209583,0,1,0,"cold.Psummer","mid",4.28029080657863,-3.18975378207789,21,191,41,9153,247,-215,462,128,66,133,-103,400,52,23,25,139,79,123,91,253
-106.882618792539,38.4060312209583,0,1,0,"cold.Psummer","mid",5.10911115920621,-2.84205984433119,14,187,41,9113,237,-219,456,121,58,126,-109,429,54,25,23,144,83,129,104,254
-117.682218792539,37.6486812209583,0,1,1,"warm.Psummer","outer",-6.59595135144597,-2.35233637945275,127,178,41,8717,356,-73,429,233,65,242,17,120,13,6,20,36,22,32,28,255
-117.717018792539,37.6860812209583,0,1,1,"warm.Psummer","outer",-5.71154543939271,-2.19873588624366,114,175,41,8445,340,-79,419,218,55,226,9,131,14,7,19,40,25,36,30,256
-106.836218792539,34.4135812209583,0,1,0,"warm.Psummer","mid",-4.86378083774008,-1.88483581690444,131,200,47,7985,344,-76,420,225,49,233,28,214,45,8,67,110,24,91,28,257
-117.554618792539,38.5649812209583,0,1,0,"warm.Psummer","mid",-4.18101775640334,-2.21694402654093,91,181,43,7885,318,-94,412,169,0,196,-7,158,18,8,19,46,30,45,32,258
-114.364618792539,39.3223312209583,0,1,0,"warm.Psummer","mid",-3.16494626420628,-2.18181079802193,92,179,41,8380,328,-99,427,79,-4,204,-12,221,26,12,23,68,38,58,38,259
-113.587418792539,41.4915312209583,0,1,0,"warm.Psummer","mid",-2.24214786614062,-2.2816513349034,91,148,35,9061,323,-96,419,130,-24,210,-24,231,32,14,26,80,45,65,45,260
-112.705818792539,40.0609812209583,1,0,0,"warm.Psummer","mid",-2.07019349576639,-1.81033686855363,93,153,36,9122,326,-97,423,80,-21,215,-21,255,28,17,16,81,55,57,55,261
-112.891418792539,39.8459312209583,1,0,0,"warm.Psummer","mid",-2.70190688574648,-2.13611093404588,95,158,36,9230,331,-99,430,82,-21,217,-21,223,26,15,18,72,48,49,48,262
-112.879818792539,39.8459312209583,1,0,0,"warm.Psummer","mid",-2.55278950942559,-2.13485334609835,94,158,36,9192,330,-99,429,82,-21,216,-21,229,26,16,17,73,49,51,49,263
-112.879818792539,39.8365812209583,1,0,0,"warm.Psummer","mid",-2.42342745050101,-2.12310274027913,93,158,36,9161,328,-101,429,80,-22,214,-22,232,27,16,18,75,49,52,49,264
-113.042218792539,41.8187812209583,1,0,0,"warm.Psummer","mid",-1.29554492399425,-2.07918061712812,87,156,36,9036,323,-101,424,127,-29,206,-29,284,40,16,26,99,55,77,55,265
-113.958618792539,41.5008812209583,0,1,0,"warm.Psummer","mid",-1.31426478041981,-2.23280792194784,76,158,37,8801,312,-112,424,114,-14,192,-36,248,32,16,23,82,52,68,52,266
-112.647818792539,43.5204812209583,1,0,0,"cold.Psummer","mid",0.0119712697184458,-2.22301453326577,52,159,35,9501,294,-153,447,101,166,173,-72,262,36,15,29,93,52,67,64,267
-106.813018792539,42.8566312209583,1,0,0,"warm.Psummer","mid",-0.591466862046102,-2.3796436291541,68,146,35,9243,299,-118,417,109,-48,191,-48,281,50,11,47,121,34,79,34,268
-108.390618792539,39.3597312209583,0,1,0,"warm.Psummer","mid",-0.421133862875437,-2.24141422805241,88,163,37,9049,317,-117,434,155,-30,204,-30,344,35,22,15,99,71,82,71,269
-108.808218792539,43.9786312209583,1,0,0,"cold.Psummer","mid",0.416993208935711,-2.38598145023251,54,164,39,8338,274,-139,413,93,-50,164,-50,305,56,9,58,139,28,106,28,270
-108.123818792539,42.6696312209583,1,0,0,"cold.Psummer","mid",0.690762784112241,-2.54324451284609,45,146,35,9225,274,-139,413,87,-70,167,-70,277,45,13,38,111,43,74,43,271
-108.889418792539,40.6313312209583,1,0,0,"cold.Psummer","mid",0.809664307815274,-2.36702619993438,52,161,38,8772,280,-138,418,39,-59,167,-59,324,34,17,19,95,58,85,58,272
-108.877818792539,40.6313312209583,1,0,0,"cold.Psummer","mid",0.945089146316768,-2.36763105837556,51,161,38,8758,279,-139,418,38,-60,166,-60,327,34,18,19,95,59,86,59,273
-108.889418792539,40.6219812209583,1,0,0,"cold.Psummer","mid",0.74621884732882,-2.39223595129585,52,161,38,8793,281,-138,419,40,-59,168,-59,322,34,17,20,95,57,84,57,274
-108.970618792539,40.6126312209583,1,0,0,"cold.Psummer","mid",0.54460007819477,-2.42159799303341,55,160,38,8813,284,-136,420,43,-57,170,-57,316,33,17,20,93,56,83,56,275
-108.935818792539,40.5658812209583,1,0,0,"cold.Psummer","mid",0.919179049149482,-2.34277496301114,52,159,38,8835,280,-138,418,39,-59,168,-59,330,34,18,19,97,59,86,59,276
-107.787418792539,39.5934812209583,0,1,0,"cold.Psummer","mid",0.530177896191858,-2.23132587715475,76,179,40,8814,307,-134,441,142,-18,189,-40,368,36,24,12,104,82,89,82,277
-112.729018792539,45.7925312209583,0,1,0,"cold.Psummer","mid",1.44606994785958,-2.25938504677262,43,148,37,8218,259,-133,392,125,-61,151,-61,315,55,10,49,133,39,121,39,278
-108.877818792539,40.6126312209583,1,0,0,"cold.Psummer","mid",1.68975782986338,-1.98499573648233,45,156,38,8630,269,-139,408,30,-63,159,-63,350,36,20,17,102,65,91,65,279
-108.901018792539,40.5939312209583,1,0,0,"cold.Psummer","mid",0.994207984330103,-2.28177746552704,51,159,38,8739,278,-138,416,38,-60,165,-60,330,34,18,19,97,59,86,59,280
-108.912618792539,40.5752312209583,1,0,0,"cold.Psummer","mid",1.31188975537693,-2.21407773999493,49,157,37,8730,275,-139,414,35,-61,164,-61,339,35,19,18,99,62,88,62,281
-109.040218792539,40.5191312209583,1,0,0,"cold.Psummer","mid",1.75157586192953,-1.89497521383411,47,152,37,8678,269,-137,406,31,-62,161,-62,355,36,20,17,104,67,92,67,282
-109.051818792539,40.5097812209583,1,0,0,"cold.Psummer","mid",1.54623543063463,-2.04493561446087,49,153,37,8726,272,-137,409,34,-61,163,-61,348,35,20,17,101,65,91,65,283
-109.063418792539,40.5004312209583,1,0,0,"cold.Psummer","mid",1.59573015648776,-1.9847279135529,48,152,37,8727,271,-136,407,33,-61,163,-61,349,35,20,16,101,66,91,66,284
-109.075018792539,40.4910812209583,1,0,0,"cold.Psummer","mid",1.52089215902627,-2.00178859904048,49,152,37,8738,272,-136,408,34,-61,164,-61,347,35,20,17,101,65,90,65,285
-108.970618792539,40.4443312209583,1,0,0,"cold.Psummer","mid",1.85811472956911,-1.92808408182161,47,153,37,8720,270,-138,408,32,-62,162,-62,362,36,21,16,105,69,93,69,286
-113.332218792539,45.7644812209583,0,1,0,"cold.Psummer","mid",2.34670200240325,-2.24243277099514,26,163,40,8045,251,-150,401,107,-61,131,-77,334,51,13,40,129,50,116,51,287
-107.520618792539,44.3339312209583,1,0,0,"cold.Psummer","mid",1.96992885742134,-2.4001206360236,47,159,36,8926,277,-153,430,88,-65,166,-65,366,54,17,39,148,55,102,55,288
-114.005018792539,44.1936812209583,0,1,0,"cold.Psummer","mid",3.33365571709381,-2.16954461052484,16,168,40,8349,243,-173,416,98,-39,122,-92,345,43,19,22,111,73,100,81,289
